"read_count(G)"	"read_count(NW)"	"read_count(S)"
"PdomMRNA08772.1"	230.8	142.2	179.75
"PdomMRNA08773.1"	1972.6	2145.8	1931.25
"PdomMRNA08776.1"	59.2	70.2	61
"PdomMRNA08777.1"	688.8	409.4	452
"PdomMRNA08778.1"	801.8	542	568.25
"PdomMRNA08779.1"	1065.2	622	630.25
"PdomMRNA08780.1"	1500	811.6	1015.5
"PdomMRNA08781.1"	87	80	87.75
"PdomMRNA08784.1"	677	552.6	494
"PdomMRNA08785.1"	1767	950.4	969.75
"PdomMRNA08786.1"	4694.8	3137.6	3461
"PdomMRNA08787.1"	3266.8	1874.6	2409.75
"PdomMRNA08789.1"	2010.4	1844.8	1673.25
"PdomMRNA08790.1"	375.8	176	176.75
"PdomMRNA08792.1"	135.4	121.6	106.25
"PdomMRNA08793.1"	444	263.8	331.5
"PdomMRNA08794.1"	73	61	56.5
"PdomMRNA08795.1"	1206	587.2	706.25
"PdomMRNA08796.1"	536.4	393	351
"PdomMRNA08798.1"	1146.6	747	800.25
"PdomMRNA08799.1"	2275.8	1816	1828.75
"PdomMRNA08800.1"	1469.6	958	937.25
"PdomMRNA08802.1"	750.4	486.8	495.5
"PdomMRNA08803.1"	550.4	374	405.75
"PdomMRNA08807.1"	41.8	50	32.75
"PdomMRNA08808.1"	124.2	53.2	64.75
"PdomMRNA08810.1"	1711.2	671.8	949.5
"PdomMRNA08811.1"	318.2	123.6	99
"PdomMRNA08812.1"	1036.2	814.8	792.75
"PdomMRNA08813.1"	3154.8	2211.4	2375.75
"PdomMRNA08814.1"	296	202.2	230
"PdomMRNA08815.1"	1391.8	1033.6	993.25
"PdomMRNA08819.1"	1052.6	774.2	713
"PdomMRNA08820.1"	572	453.4	346.5
"PdomMRNA08821.1"	464.6	320	323
"PdomMRNA08822.1"	255.8	135.8	159
"PdomMRNA08823.1"	1284.8	1033	983.25
"PdomMRNA08824.1"	517.4	334	288
"PdomMRNA08827.1"	1232.4	788.4	800.5
"PdomMRNA08828.1"	1499.8	1052.2	991.5
"PdomMRNA08829.1"	283	406.8	292
"PdomMRNA08830.1"	8427.8	5243.8	5362.5
"PdomMRNA08831.1"	1404	1181	1124.5
"PdomMRNA08832.1"	1165.8	715.4	636.75
"PdomMRNA08833.1"	5072.6	2762.6	3259.5
"PdomMRNA08834.1"	383.8	320.6	329.25
"PdomMRNA08835.1"	1074.4	528.2	604.75
"PdomMRNA08835.2"	5840.8	3880.6	4202.75
"PdomMRNA08836.1"	76	52	93.75
"PdomMRNA08837.1"	212.4	161.8	136.5
"PdomMRNA08838.1"	9056	7403	6548
"PdomMRNA08839.1"	1935.2	1823.4	1467
"PdomMRNA08841.1"	89.4	45.2	43.75
"PdomMRNA08842.1"	1233.8	918.6	901.75
"PdomMRNA08843.1"	74.8	74.6	67.25
"PdomMRNA08845.1"	2290.8	1371.8	1538
"PdomMRNA08846.1"	7241.6	6215.2	5707
"PdomMRNA08847.1"	1458.2	628.8	840.75
"PdomMRNA08848.1"	3278.2	2610.2	2407.25
"PdomMRNA08849.1"	7603	5497.8	4998.25
"PdomMRNA08851.1"	579.8	477	461
"PdomMRNA08852.1"	1639.6	976.2	1035.75
"PdomMRNA08853.1"	375.8	196.8	222.75
"PdomMRNA08855.1"	2487.2	1447	1303
"PdomMRNA08856.1"	1315.8	915.2	1004.75
"PdomMRNA08858.1"	460.2	302.2	244.25
"PdomMRNA08859.1"	1237	969.6	920.5
"PdomMRNA08861.1"	458	319.2	336.25
"PdomMRNA08862.1"	246	199.4	205
"PdomMRNA08863.1"	2900.6	2492.8	2083.75
"PdomMRNA08864.1"	8162.6	4862.4	4988.5
"PdomMRNA08865.1"	4382.8	3998	3272.25
"PdomMRNA08866.1"	386.6	371.8	323
"PdomMRNA08867.1"	203.4	133.2	114.5
"PdomMRNA08871.1"	629.2	325	346
"PdomMRNA08872.1"	1631	926	811.5
"PdomMRNA08873.1"	2519.8	1814.2	1418
"PdomMRNA08874.1"	505	389	414
"PdomMRNA08875.1"	1457	993	1000
"PdomMRNA08876.1"	243.6	207.4	209
"PdomMRNA08877.1"	5575.2	3429.6	4518.5
"PdomMRNA08878.1"	4610.6	3202.4	3069.25
"PdomMRNA08879.1"	1301.8	733.8	748.75
"PdomMRNA08880.1"	528.4	389	292.25
"PdomMRNA08881.1"	503.2	277	254.75
"PdomMRNA08882.1"	422.8	310.4	288.75
"PdomMRNA08883.1"	4376.4	2803.8	3265.5
"PdomMRNA08885.1"	132.2	116.4	73.25
"PdomMRNA08886.1"	286.6	200	229
"PdomMRNA08887.1"	808.4	683	554.75
"PdomMRNA08888.1"	192.6	152.6	167
"PdomMRNA08894.1"	147.4	299.4	6311
"PdomMRNA08897.1"	2479.2	1582.6	1770.75
"PdomMRNA08898.1"	2132.8	1678	1565
"PdomMRNA08899.1"	3025.8	2427.4	2170.5
"PdomMRNA08900.1"	1306.8	508.8	773.5
"PdomMRNA08901.1"	3419	2252	2224.25
"PdomMRNA08902.1"	5604.8	3727.8	3859.75
"PdomMRNA08903.1"	5576.8	4077.2	4125.5
"PdomMRNA08904.1"	9152.4	6076.8	5572.5
"PdomMRNA08905.1"	55917.6	28714	33590.5
"PdomMRNA08906.1"	696.2	558.8	470.5
"PdomMRNA08907.1"	372.2	425	567.5
"PdomMRNA08908.1"	1051.8	751.6	616.75
"PdomMRNA08909.1"	953.6	720	720.5
"PdomMRNA08911.1"	68.8	76.2	57.75
"PdomMRNA08912.1"	1447.6	954.8	1069
"PdomMRNA08913.1"	1159.8	882.6	876.5
"PdomMRNA08914.1"	593.2	472.6	434.75
"PdomMRNA08915.1"	190.8	150.4	144.25
"PdomMRNA08916.1"	484.8	321.8	323
"PdomMRNA08917.1"	1931	1600.8	1737.5
"PdomMRNA08918.1"	12361.4	3553.6	4883.5
"PdomMRNA08919.1"	2297.4	1217	1170
"PdomMRNA08920.1"	1009.4	530.6	587.75
"PdomMRNA08921.1"	1294.6	861	798.5
"PdomMRNA08922.1"	5097.8	3285.8	3844.75
"PdomMRNA08923.1"	9982.8	6501	6876.25
"PdomMRNA08924.1"	893.2	580.6	616.5
"PdomMRNA08929.1"	1193	1340.4	897
"PdomMRNA08930.1"	3958.4	2586	2157.75
"PdomMRNA08931.1"	2571.4	1556.6	1582.5
"PdomMRNA08932.1"	1130	978.6	850.25
"PdomMRNA08933.1"	567	320.4	337.25
"PdomMRNA08934.1"	96.8	61	79.75
"PdomMRNA08935.1"	7594.2	4661	5796
"PdomMRNA08936.1"	9908.4	4429.2	4938.25
"PdomMRNA08937.1"	634.8	393.8	428.25
"PdomMRNA08939.1"	2102.6	1285.2	1411.25
"PdomMRNA08940.1"	624.4	172.4	231.25
"PdomMRNA08941.1"	1688.4	1140	1187
"PdomMRNA08942.1"	2504.4	1529.4	1741.25
"PdomMRNA08945.1"	353.8	186.4	127
"PdomMRNA08946.1"	680.2	412.6	447.75
"PdomMRNA08947.1"	1492.8	906.4	982.25
"PdomMRNA08948.1"	1149	620.4	713
"PdomMRNA08951.1"	204.8	237.2	169.75
"PdomMRNA08953.1"	1166.8	805.8	635.5
"PdomMRNA08955.1"	237	147	119.25
"PdomMRNA08958.1"	3109	1526	1390
"PdomMRNA08959.1"	2423.2	1660	1644.75
"PdomMRNA08960.1"	82779.8	51255.4	53203.25
"PdomMRNA08961.1"	4330	2291.4	2426.75
"PdomMRNA08962.1"	752.4	453.2	460.5
"PdomMRNA08963.1"	9298	6460.2	6031.25
"PdomMRNA08965.1"	2042	1509.8	1426.75
"PdomMRNA08966.1"	2553	1595.6	1472.25
"PdomMRNA08967.1"	339.4	167.4	309.75
"PdomMRNA08968.1"	563.2	308.2	231.75
"PdomMRNA08969.1"	1402	841.2	1009.25
"PdomMRNA08970.1"	4907.8	2919.6	2922.75
"PdomMRNA08972.1"	41	59.6	28.5
"PdomMRNA08973.1"	399.2	267.8	283
"PdomMRNA08974.1"	295.4	224.4	198.75
"PdomMRNA08986.1"	3171.2	1907.8	2220
"PdomMRNA08987.1"	30106.2	18817.4	22007.5
"PdomMRNA08988.1"	1914.4	1302	1282.75
"PdomMRNA08989.1"	15474.4	8850	10009
"PdomMRNA08990.1"	548.2	323.6	270.25
"PdomMRNA08991.1"	227	162	150.75
"PdomMRNA08993.1"	546.8	405.2	393.75
"PdomMRNA08994.1"	1745.8	1121	1071.75
"PdomMRNA08995.1"	7059	4950.6	5422.25
"PdomMRNA08996.1"	1599.6	920	831.25
"PdomMRNA08998.1"	1926.4	1271.6	1201
"PdomMRNA08999.1"	3282.8	1873	2195
"PdomMRNA09000.1"	4637.2	3137.2	2901.25
"PdomMRNA09003.1"	158.8	68.4	84.25
"PdomMRNA09005.1"	73.6	57.8	75
"PdomMRNA09006.1"	302.4	275.6	193.25
"PdomMRNA09007.1"	367.8	312.2	441.25
"PdomMRNA09008.1"	1231.8	789.6	875.25
"PdomMRNA09012.1"	516.2	307.6	358
"PdomMRNA09013.1"	131.8	72	63.5
"PdomMRNA09014.1"	699.2	388	381.25
"PdomMRNA09015.1"	1426.8	1094	1102.5
"PdomMRNA09016.1"	598.8	394.4	455
"PdomMRNA09017.1"	429.8	394.6	364.75
"PdomMRNA09018.1"	1587.2	1242.2	1156.75
"PdomMRNA09019.1"	452.4	323	346.5
"PdomMRNA09020.1"	1403.6	23.8	11
"PdomMRNA09021.1"	4917.4	4406	4012
"PdomMRNA09022.1"	772.4	600	571
"PdomMRNA09023.1"	2534.8	2248	1802.5
"PdomMRNA09025.1"	12911.2	6688.4	6919
"PdomMRNA09026.1"	233.6	163.6	151.75
"PdomMRNA09027.1"	918	947.2	1058.5
"PdomMRNA09028.1"	1637	1100.8	1189.25
"PdomMRNA09029.1"	111.8	91.4	86.75
"PdomMRNA09030.1"	140.4	80.6	121.25
"PdomMRNA09031.1"	3780.2	2333	2470.5
"PdomMRNA09032.1"	97.4	50.2	95.75
"PdomMRNA09033.1"	125.6	82.4	89.25
"PdomMRNA09035.1"	1307.2	719.6	816.25
"PdomMRNA09036.1"	1359.6	960.4	1060
"PdomMRNA09038.1"	6992	4969.6	4855.75
"PdomMRNA09041.1"	312.6	237	210.25
"PdomMRNA09042.1"	1504.6	1024.4	952.5
"PdomMRNA09043.1"	2395.2	1557	1540.75
"PdomMRNA09050.1"	111.6	87	70.5
"PdomMRNA09051.1"	3472.6	2535.6	2652.5
"PdomMRNA09059.1"	5471	3433.6	4141
"PdomMRNA09060.1"	148.2	74.4	82.25
"PdomMRNA09061.1"	1085.6	615.4	895.25
"PdomMRNA09063.1"	3253	2598.2	2601.25
"PdomMRNA09064.1"	291.6	180.8	156
"PdomMRNA09066.1"	324.8	295.4	254.5
"PdomMRNA09067.1"	206.2	108	88.5
"PdomMRNA09068.1"	384.6	255.8	242.5
"PdomMRNA09071.1"	2516	1633	1769.25
"PdomMRNA09073.1"	2968.8	1877.4	2075
"PdomMRNA09075.1"	1477.2	1007.2	1410.25
"PdomMRNA09081.1"	207	120	118.25
"PdomMRNA09084.1"	602.2	349.4	300.75
"PdomMRNA09085.1"	192.2	131.8	128.25
"PdomMRNA09086.1"	1846.6	676.2	1041.5
"PdomMRNA09087.1"	418.2	348	360.25
"PdomMRNA09092.1"	170	157	144.75
"PdomMRNA09095.1"	1352.2	974	934
"PdomMRNA09096.1"	1503.8	1077.8	1196.25
"PdomMRNA09097.1"	671.6	355.4	491.25
"PdomMRNA09101.1"	1389.6	862.2	893.5
"PdomMRNA09102.1"	1681.6	1172.8	1157.5
"PdomMRNA09103.1"	2129.4	1779.4	1730.75
"PdomMRNA09104.1"	565.4	428.8	486.75
"PdomMRNA09105.1"	412.8	253.4	242.75
"PdomMRNA09106.1"	106	60.6	89.75
"PdomMRNA09107.1"	827.2	465	575.5
"PdomMRNA09108.1"	3459	2047.4	2159
"PdomMRNA09110.1"	66.8	44	35
"PdomMRNA09111.1"	800.8	651.2	689.5
"PdomMRNA09112.1"	3895	3004	3202.5
"PdomMRNA09113.1"	359.4	308	327
"PdomMRNA09114.1"	82.8	72.6	62.5
"PdomMRNA09116.1"	786.4	550.4	496.5
"PdomMRNA09117.1"	6184.2	4075.6	4724.75
"PdomMRNA09118.1"	8822.4	6596.4	6887
"PdomMRNA09119.1"	835	607.8	630
"PdomMRNA09120.1"	9015.2	6316.8	6514.25
"PdomMRNA09121.1"	717.8	470	503
"PdomMRNA09122.1"	1690	1214	1215.25
"PdomMRNA09123.1"	79.8	25.8	40.25
"PdomMRNA09124.1"	7511.4	5308.6	5216.5
"PdomMRNA09125.1"	3360	1604.4	1781.5
"PdomMRNA09127.1"	445.8	324.4	305.5
"PdomMRNA09128.1"	751.6	548.4	496.25
"PdomMRNA09129.1"	749.4	499.8	585.5
"PdomMRNA09130.1"	1502.6	1198.4	1208.5
"PdomMRNA09131.1"	243.6	167	106.5
"PdomMRNA09132.1"	338.2	158	343
"PdomMRNA09133.1"	988.6	622	667.5
"PdomMRNA09134.1"	3216	2288.6	2445.25
"PdomMRNA09135.1"	21089.2	10761.6	11182
"PdomMRNA09136.1"	2931	1657.4	1889.75
"PdomMRNA09137.1"	1168.6	915.2	921
"PdomMRNA09138.1"	7055.6	6064.6	5534
"PdomMRNA09139.1"	2386	1737	2244.25
"PdomMRNA09140.1"	119.6	71	82
"PdomMRNA09141.1"	8331.2	5005.6	6029.25
"PdomMRNA09142.1"	753.4	542.4	747.25
"PdomMRNA09143.1"	3077.4	2048.2	1990
"PdomMRNA09144.1"	894	545.4	672.75
"PdomMRNA09145.1"	2293.6	1338.2	1541
"PdomMRNA09146.1"	2781.4	1494.2	1820
"PdomMRNA09146.2"	2539.6	1285.2	1331.5
"PdomMRNA09147.1"	111	76	74
"PdomMRNA09148.1"	17115.6	10468.6	12365.25
"PdomMRNA09149.1"	212	144	125.25
"PdomMRNA09150.1"	7981.8	5154.4	5587.5
"PdomMRNA09151.1"	4778.8	4192.2	4427.75
"PdomMRNA09152.1"	707.8	399.4	508.25
"PdomMRNA09153.1"	403.8	358.8	362.75
"PdomMRNA09154.1"	3597.4	2238.4	2447.5
"PdomMRNA09155.1"	243	210.4	199.25
"PdomMRNA09159.1"	5016.4	3854.8	3952.75
"PdomMRNA09160.1"	2425.8	1473	1592.5
"PdomMRNA09161.1"	5358.8	4528.4	4537.75
"PdomMRNA09162.1"	825.8	832.8	812.25
"PdomMRNA09163.1"	117.2	205	120.25
"PdomMRNA09164.1"	1056.2	783.4	796.75
"PdomMRNA09165.1"	1024.8	604.4	590.5
"PdomMRNA09166.1"	11132.8	7864	8735.25
"PdomMRNA09167.1"	1843.6	846.2	1355.25
"PdomMRNA09169.1"	3440	2623.8	2695.25
"PdomMRNA09170.1"	1312.6	1004.2	1148.75
"PdomMRNA09171.1"	1271.6	1118	933.5
"PdomMRNA09173.1"	699.6	597.4	666.25
"PdomMRNA09174.1"	1144	861.2	841.25
"PdomMRNA09175.1"	555.8	352.2	362.5
"PdomMRNA09176.1"	3985.8	3149.8	2351.75
"PdomMRNA09177.1"	4083.6	2735.2	2611.5
"PdomMRNA09178.1"	2156.8	1639.4	1457
"PdomMRNA09180.1"	851.8	389	440.75
"PdomMRNA09181.1"	2298.4	1506.2	1613
"PdomMRNA09182.1"	4527	2995.2	3036.75
"PdomMRNA09183.1"	2516.6	1844.2	1784.25
"PdomMRNA09184.1"	18266.8	11360.8	11714.25
"PdomMRNA09185.1"	1932.8	1084	1179.75
"PdomMRNA09188.1"	3122.8	2185.8	2076.25
"PdomMRNA09189.1"	6846.2	5166.4	4783.25
"PdomMRNA09190.1"	608	487.8	470.25
"PdomMRNA09192.1"	748.6	417	459.75
"PdomMRNA09193.1"	849	560.2	581.25
"PdomMRNA09194.1"	1672.6	1336.4	1183.25
"PdomMRNA09195.1"	629.6	473.4	513.75
"PdomMRNA09196.1"	810.6	564	500.25
"PdomMRNA09197.1"	128	72.8	80.25
"PdomMRNA09198.1"	1206.6	973.6	902.75
"PdomMRNA09199.1"	507	358.2	326.75
"PdomMRNA09200.1"	500.2	347.4	333.25
"PdomMRNA09201.1"	91.4	28.8	53.75
"PdomMRNA09202.1"	1728.4	1383.6	4855.25
"PdomMRNA09203.1"	4760	3262.6	3186.25
"PdomMRNA09204.1"	6794	3725.6	4768.5
"PdomMRNA09206.1"	2593.2	2015.8	2044.25
"PdomMRNA09207.1"	1835.6	1207.6	1064.5
"PdomMRNA09208.1"	9530.2	5096.2	6117.75
"PdomMRNA09209.1"	2287.8	1229.2	1538.75
"PdomMRNA09210.1"	44	29.6	34.25
"PdomMRNA09211.1"	295.2	288.4	303.25
"PdomMRNA09212.1"	1738	1077.8	1266
"PdomMRNA09213.1"	64.2	33.8	55.25
"PdomMRNA09214.1"	1594.4	1045.8	1088.25
"PdomMRNA09216.1"	4740.2	2969.8	2725.75
"PdomMRNA09217.1"	3420.8	2358.8	2303.5
"PdomMRNA09218.1"	2983.6	2531.4	2397.5
"PdomMRNA09219.1"	2301	1359	1498.25
"PdomMRNA09220.1"	2051.2	1466.2	1415.25
"PdomMRNA09221.1"	121.8	81.6	89.5
"PdomMRNA09222.1"	999.8	935.2	762.25
"PdomMRNA09223.1"	579.4	386.2	375.5
"PdomMRNA09224.1"	3443.2	2040.2	2497.75
"PdomMRNA09226.1"	4762.8	2155.6	2846.75
"PdomMRNA09227.1"	86.2	92.2	77.75
"PdomMRNA09228.1"	298.2	167.8	318.75
"PdomMRNA09229.1"	380.8	300	282
"PdomMRNA09230.1"	40.8	12.4	38.75
"PdomMRNA09231.1"	215930.8	126606.6	125249.8
"PdomMRNA09232.1"	430.6	354	277.75
"PdomMRNA09234.1"	70.2	90.6	93.5
"PdomMRNA09235.1"	2269.2	1591	1492.25
"PdomMRNA09237.1"	68.8	63.4	57.5
"PdomMRNA09238.1"	216.4	118	108.25
"PdomMRNA09240.1"	1164.8	551.8	891
"PdomMRNA09242.1"	1275.6	820.6	900
"PdomMRNA09243.1"	2810.2	1216.8	1555
"PdomMRNA09247.1"	10702.4	6927.4	6417.5
"PdomMRNA09250.1"	1208	982	977.75
"PdomMRNA09251.1"	124	141.8	175
"PdomMRNA09252.1"	3904.4	2510.6	3048.5
"PdomMRNA09255.1"	760.6	437.8	403.25
"PdomMRNA09257.1"	10913.6	7781.6	8358.25
"PdomMRNA09258.1"	32	34	23.5
"PdomMRNA09259.1"	4711	3145.8	3192.75
"PdomMRNA09261.1"	77.4	42.4	37.75
"PdomMRNA09262.1"	455.6	288.8	316.75
"PdomMRNA09264.1"	2835.8	1671.4	1748.75
"PdomMRNA09265.1"	1504.8	999.2	1043
"PdomMRNA09266.1"	2491.6	1836.2	2023.5
"PdomMRNA09267.1"	1428.8	854.2	978.75
"PdomMRNA09268.1"	632.6	437.8	512.5
"PdomMRNA09269.1"	277	277.8	195.75
"PdomMRNA09273.1"	694.8	366	376
"PdomMRNA09276.1"	201	179	167.25
"PdomMRNA09277.1"	1020.2	532.4	520.75
"PdomMRNA09279.1"	97.6	285.2	368.75
"PdomMRNA09280.1"	906	675.2	673
"PdomMRNA09282.1"	364.8	286	271.5
"PdomMRNA09283.1"	2320.2	1582.8	2413
"PdomMRNA09284.1"	1663.4	1078.8	1042.75
"PdomMRNA09285.1"	3185.8	1695.8	1967.5
"PdomMRNA09286.1"	432.8	321.8	322
"PdomMRNA09287.1"	4417.8	2469	2947.75
"PdomMRNA09288.1"	449.6	435.6	379
"PdomMRNA09289.1"	44058	25090.6	28008.5
"PdomMRNA09290.1"	4277	2764.8	2699.5
"PdomMRNA09291.1"	9126.2	6625	6153
"PdomMRNA09292.1"	602.8	482.8	464.75
"PdomMRNA09293.1"	507.8	312	294
"PdomMRNA09294.1"	1708.2	1271.2	1236.5
"PdomMRNA09296.1"	1721.2	1328	1438.5
"PdomMRNA09298.1"	321.2	307	339.75
"PdomMRNA09299.1"	134.8	60.8	43.25
"PdomMRNA09300.1"	1824.4	1365.8	1207
"PdomMRNA09301.1"	1349	1113.2	941.75
"PdomMRNA09305.1"	2101	1387.8	1334.25
"PdomMRNA09306.1"	734.6	489	505.25
"PdomMRNA09307.1"	1443.6	839.4	850
"PdomMRNA09308.1"	375	339.8	353
"PdomMRNA09309.1"	1374	891.4	1034.5
"PdomMRNA09310.1"	303.8	171.6	112.25
"PdomMRNA09311.1"	510	395.6	427.75
"PdomMRNA09312.1"	497.8	231.6	234
"PdomMRNA09313.1"	6107.2	3920	3932.5
"PdomMRNA09314.1"	340.8	194.8	150.75
"PdomMRNA09315.1"	1277.2	1068.4	1280.25
"PdomMRNA09316.1"	599	362.2	330
"PdomMRNA09318.1"	1732	822.4	735.5
"PdomMRNA09319.1"	1887	1244.4	1228.75
"PdomMRNA09320.1"	1015.2	441.4	578
"PdomMRNA09321.1"	332.6	170	151.5
"PdomMRNA09322.1"	257	128.2	153.25
"PdomMRNA09324.1"	3283.6	1688.4	1525.5
"PdomMRNA09325.1"	828.2	451.6	563.75
"PdomMRNA09326.1"	8546.6	6007.6	6817
"PdomMRNA09327.1"	819	548.4	515.75
"PdomMRNA09328.1"	104.8	150.6	135
"PdomMRNA09329.1"	4922	2399	3664.5
"PdomMRNA09330.1"	40302.6	21210	25603.75
"PdomMRNA09331.1"	6572.4	5216.2	5109.75
"PdomMRNA09332.1"	5962.2	3332.6	3988.5
"PdomMRNA09333.1"	222	137.2	120
"PdomMRNA09334.1"	3064	2303.8	2272.75
"PdomMRNA09335.1"	858	392.6	352.75
"PdomMRNA09337.1"	546	329.8	320.25
"PdomMRNA09338.1"	608	496.6	424
"PdomMRNA09339.1"	560	407.6	532.75
"PdomMRNA09340.1"	7793	4351.6	9836.75
"PdomMRNA09341.1"	148.2	128.2	230
"PdomMRNA09342.1"	386.8	172.6	231.5
"PdomMRNA09343.1"	1092.6	577.6	533.25
"PdomMRNA09344.1"	14507.8	9856.4	10264.25
"PdomMRNA09345.1"	955.2	555.4	1147
"PdomMRNA09347.1"	411.6	392.6	331.75
"PdomMRNA09349.1"	6796.2	4225	4060.5
"PdomMRNA09350.1"	9543.6	8416.8	8251.25
"PdomMRNA09352.1"	2717.4	2103	1855
"PdomMRNA09353.1"	627	341.4	374
"PdomMRNA09355.1"	297	280.8	262.5
"PdomMRNA09356.1"	298	276.2	325.5
"PdomMRNA09357.1"	851	661.8	672
"PdomMRNA09359.1"	1425.4	1273.8	1167
"PdomMRNA09360.1"	389.8	320	242.5
"PdomMRNA09361.1"	110.2	66	63
"PdomMRNA09362.1"	92.6	82.4	49
"PdomMRNA09364.1"	623	402.8	404.5
"PdomMRNA09365.1"	3941.6	2164.2	2177.25
"PdomMRNA09366.1"	349.2	202	214
"PdomMRNA09367.1"	653.6	556.4	600.25
"PdomMRNA09371.1"	1218	836.6	889.25
"PdomMRNA09372.1"	1568.2	1270.4	1101.5
"PdomMRNA09373.1"	2761	2111.2	2270.75
"PdomMRNA09374.1"	864.4	646.6	575
"PdomMRNA09375.1"	573.2	467	480.25
"PdomMRNA09376.1"	6769.2	6273.8	5530.25
"PdomMRNA09377.1"	2811.2	1660.6	2742.25
"PdomMRNA09378.1"	244.8	137.4	174.25
"PdomMRNA09379.1"	883.6	620.8	501.75
"PdomMRNA09380.1"	451.6	204.4	430.25
"PdomMRNA09381.1"	66.8	63	42.75
"PdomMRNA09382.1"	2982.6	3117.8	3119.25
"PdomMRNA09383.1"	860.2	555.8	625.25
"PdomMRNA09384.1"	1310.6	843.4	844.25
"PdomMRNA09385.1"	264.4	168	186.5
"PdomMRNA09386.1"	376.4	366.6	364.5
"PdomMRNA09387.1"	299.6	138.8	166.75
"PdomMRNA09388.1"	1447.4	884.8	902
"PdomMRNA09389.1"	1046.2	754.2	751.5
"PdomMRNA09390.1"	1332.8	944.6	902.25
"PdomMRNA09391.1"	343	227.8	186.5
"PdomMRNA09392.1"	1027.4	799.4	656
"PdomMRNA09393.1"	965.6	583.2	614
"PdomMRNA09396.1"	3908.6	2504	3387
"PdomMRNA09397.1"	642.8	451.6	375.75
"PdomMRNA09398.1"	2263.8	1289.8	1503.25
"PdomMRNA09399.1"	2238.4	1256.4	1850
"PdomMRNA09400.1"	1924.2	1531.4	1748.75
"PdomMRNA09403.1"	76.6	45.6	72.75
"PdomMRNA09404.1"	4125.8	3529.4	3166.75
"PdomMRNA09406.1"	811.6	436.6	519.5
"PdomMRNA09407.1"	3652.2	2254.8	2400.5
"PdomMRNA09409.1"	3712.4	2076	2154.75
"PdomMRNA09410.1"	56	48	19.25
"PdomMRNA09413.1"	2855.6	2308.2	2341.5
"PdomMRNA09414.1"	1467.6	849.4	992.5
"PdomMRNA09416.1"	2762.2	1824.4	2049
"PdomMRNA09417.1"	2920.8	1910.4	1992.5
"PdomMRNA09419.1"	1536.2	1249.4	938.75
"PdomMRNA09420.1"	921.2	718.4	752.5
"PdomMRNA09421.1"	2188.2	1366.4	1531.75
"PdomMRNA09422.1"	1056.6	540	468.75
"PdomMRNA09423.1"	191	121.8	127.5
"PdomMRNA09425.1"	493.4	345.8	449.5
"PdomMRNA09427.1"	4826.2	2862	3221
"PdomMRNA09428.1"	3665	2480.6	2414.5
"PdomMRNA09429.1"	1175.8	844.8	882.5
"PdomMRNA09430.1"	2269.2	1619.6	1592.5
"PdomMRNA09431.1"	587.2	366.2	365
"PdomMRNA09432.1"	319.8	403.8	393
"PdomMRNA09434.1"	1713.6	957.8	813.5
"PdomMRNA09435.1"	3400.2	2174	2063.5
"PdomMRNA09436.1"	165.4	83.6	83.25
"PdomMRNA09437.1"	196.6	166.8	169
"PdomMRNA09438.1"	131.8	184.6	175.75
"PdomMRNA09439.1"	18876.8	21638.2	27180.25
"PdomMRNA09440.1"	1951	1471.4	1592
"PdomMRNA09441.1"	562	496.4	495
"PdomMRNA09443.1"	73.2	45.6	53
"PdomMRNA09444.1"	79.8	45.8	74.25
"PdomMRNA09445.1"	1228.6	797.2	858
"PdomMRNA09446.1"	1810.4	1492.2	1326.75
"PdomMRNA09447.1"	5626.4	2936.6	3646.25
"PdomMRNA09448.1"	2217.2	1651.4	1834.75
"PdomMRNA09449.1"	1260.4	709.8	699
"PdomMRNA09451.1"	730.6	559.6	513.75
"PdomMRNA09452.1"	2387.8	1945.2	1808
"PdomMRNA09453.1"	1388.4	1115	981.75
"PdomMRNA09454.1"	192.4	81	106.25
"PdomMRNA09455.1"	627.2	343.6	468.5
"PdomMRNA09456.1"	400.8	229.2	207.75
"PdomMRNA09457.1"	2708	1795	1911
"PdomMRNA09458.1"	150.4	138.4	129.75
"PdomMRNA09459.1"	3287	1993	2244
"PdomMRNA09460.1"	2265	1302.2	1435.25
"PdomMRNA09461.1"	2087.8	1646.2	1581.25
"PdomMRNA09462.1"	2030.6	1047.6	1383
"PdomMRNA09465.1"	2065.8	1571.2	1410
"PdomMRNA09466.1"	60	56.6	49.25
"PdomMRNA09467.1"	418.8	218.6	218.75
"PdomMRNA09468.1"	628.2	447.4	505.75
"PdomMRNA09469.1"	1085.4	926	1409.25
"PdomMRNA09470.1"	427	300.2	320.5
"PdomMRNA09472.1"	791.6	694.4	620.5
"PdomMRNA09473.1"	3019.4	1748	1824.75
"PdomMRNA09474.1"	1737.6	861.8	880.75
"PdomMRNA09475.1"	1027.4	815.4	845.75
"PdomMRNA09477.1"	1594	967.4	885
"PdomMRNA09478.1"	56	39.8	30.5
"PdomMRNA09479.1"	3162.2	1975.4	2301.25
"PdomMRNA09480.1"	631.6	316.8	301.25
"PdomMRNA09481.1"	881.8	527	530
"PdomMRNA09482.1"	615.2	502.2	453.5
"PdomMRNA09483.1"	109	57.4	69.25
"PdomMRNA09484.1"	12365.2	8285.6	8912.5
"PdomMRNA09485.1"	947	664.8	697.75
"PdomMRNA09486.1"	131.6	110	94.25
"PdomMRNA09487.1"	2130.2	1270.2	1309
"PdomMRNA09488.1"	3076.4	2263.8	2298.75
